Assignment Date,Status,Batch,Product,Original Creditor,Account Public ID,External Account ID,Creditor Recalled?,Has Valid SSN?,Has User Name?,Has Email?,Has Phone?,Has Address?,No Origination Date,Is Deceased?,Is Bankruptcy?,User ID,Account ID,Charge Off Amount ($),Charge Off Date,Last payment Amount ($),Last Payment Date,Face Value ($)
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0652869640,P87D3DA823017,False,True,True,True,True,True,False,False,False,"484,283","534,250","4,789.12","May 12, 2025",634.43,"Dec 10, 2024","5,102.82"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0653328392,P35C8F20E3F72,False,True,True,True,True,True,False,False,False,"484,289","534,257","10,631.38","Jun 28, 2025",278.45,"Feb 20, 2025","11,081.8"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0653459464,P50F58E4B6963,False,True,True,True,True,True,False,False,False,"484,291","534,259","16,258.2","Jun 10, 2025",699.2,"Jan 10, 2025","17,315"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0653918216,P85101258ADEA,False,True,True,True,True,True,False,False,False,"484,298","534,266","6,565.62","May 2, 2025",569.45,"Jan 2, 2025","6,891.26"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0654770184,P34B47B326B25,False,True,True,True,True,True,False,False,False,"484,311","534,279","5,500.01","May 22, 2025",424.8,"Jun 25, 2025","5,227.88"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0654901256,P2CB6FAD93A4B,False,True,True,True,True,True,False,False,False,"484,313","534,281","15,903.68","Jun 15, 2025",751.91,"Dec 16, 2024","17,010.94"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0655163400,PB6F40ECDB7B0,False,True,True,True,True,True,False,False,False,"484,317","534,285","11,898.41","May 21, 2025",643.12,"Dec 21, 2024","12,469.06"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0655556616,P2B15F5EB75D4,False,True,True,True,True,True,False,False,False,"484,323","534,291","21,060.46","Apr 3, 2025",311,"Dec 4, 2024","22,053.33"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0655753224,PFF88F8C276D4,False,True,True,True,True,True,False,False,False,"484,326","534,294","4,597.6","Apr 27, 2025",640,"Feb 28, 2025","4,694.47"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0656080904,PDB594AC23563,False,True,True,True,True,True,False,False,False,"484,331","534,299","23,604.14","Jun 7, 2025",231,"Jan 7, 2025","24,801.37"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0656474120,P34DC3AD23BFA,False,True,True,True,False,True,False,False,False,"484,337","534,305","7,815.34","Jun 12, 2025",82.41,"Jan 29, 2025","8,347.21"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0657063944,PD6D50DC45424,False,True,True,True,True,True,False,False,False,"484,346","534,314","5,490.8","Jun 15, 2025",525.14,"Nov 15, 2024","5,993.68"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0657457160,P525AD8F988E8,False,True,True,True,True,True,False,False,False,"484,352","534,320","21,137.59","Jun 18, 2025",263,"Jul 18, 2025","21,599.55"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0657522696,P32B0DA10A110,False,True,True,True,True,True,False,False,False,"484,353","534,321","29,611.33","May 22, 2025",770.62,"Dec 22, 2024","31,408.07"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0657981448,P0B879DA2C6ED,False,True,True,True,True,True,False,False,False,"484,360","534,328","15,753.71","Apr 12, 2025",683.55,"Dec 13, 2024","16,902.65"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0658046984,P4144917B1DFA,False,True,True,True,True,True,False,False,False,"484,361","534,329",656.44,"Apr 13, 2025",662.95,"Nov 14, 2024",688.68
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0658767880,P42E40BB46A48,False,True,True,True,True,True,False,False,False,"484,372","534,340","12,518.17","Apr 23, 2025",446.81,"Nov 27, 2024","13,137.16"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0658833416,P095C3ED2A3BF,False,True,True,True,True,True,False,False,False,"484,371","534,341",986.8,"May 10, 2025",492,"Apr 15, 2025",997.57
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0658964488,PAFE4AA482CAB,False,True,True,True,True,True,False,False,False,"484,375","534,343","7,784.38","Apr 3, 2025",484.65,"Jul 5, 2024","8,641.25"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0659226632,PED4B05FDC43F,False,True,True,True,True,True,False,False,False,"484,379","534,347","18,977.51","Apr 7, 2025",769.12,"Nov 8, 2024","20,203.1"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0659423240,P25250C5C1001,False,True,True,True,True,True,False,False,False,"484,382","534,350","1,036.46","May 21, 2025",212.4,"Dec 20, 2024","1,083.69"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0659554312,PE5D863B3FB4B,False,True,True,True,True,True,False,False,False,"484,384","534,352","7,981.7","Apr 7, 2025",525.14,"Nov 8, 2024","8,500.48"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0659881992,P9701D7AC64DD,False,True,True,True,True,True,False,False,False,"478,788","534,357","2,948.14","Apr 4, 2025",239.09,"Nov 5, 2024","3,060.06"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0660078600,PD3F9D1A40346,False,True,True,False,True,True,False,False,False,"484,391","534,360","34,429.91","Apr 9, 2025","1,365.16","Nov 12, 2024","36,411.1"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0660275208,PFB9629E4491C,False,True,True,True,True,True,False,False,False,"484,394","534,363","25,207.87","May 28, 2025",311.19,"Jan 17, 2025","26,113.5"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0661061640,P18DAD1854A6E,False,True,True,True,True,True,False,False,False,"484,406","534,375","5,346.42","Apr 22, 2025",698.8,"Nov 25, 2024","5,686.21"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0661127176,P6A62E14BE617,False,True,True,True,True,True,False,False,False,"484,407","534,376","11,183.14","May 13, 2025",524.4,"Dec 13, 2024","11,910.04"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0661782536,PA2DCEF0D0E69,False,True,True,True,True,True,False,False,False,"484,417","534,386","3,911.46","May 21, 2025",578.04,"Dec 21, 2024","4,167.66"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0662110216,P2E18787C1A72,False,True,True,True,True,True,False,False,False,"484,422","534,391","3,261.77","Apr 5, 2025",466.79,"Feb 6, 2025","3,341.03"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0662175752,P6FF6DBE73038,False,True,True,True,True,True,False,False,False,"484,423","534,392","12,808.21","Apr 13, 2025",874,"Feb 14, 2025","13,135.86"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0662634504,PD9BECD9E081A,False,True,True,True,True,True,False,False,False,"484,430","534,399","7,879.56","May 17, 2025",258,"Feb 25, 2025","8,491.96"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0663158792,P133DE14DB6F4,False,True,True,True,True,True,False,False,False,"484,438","534,407","7,636.91","May 9, 2025",50,"Feb 26, 2025","7,950.85"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0663224328,PD486FCBC9654,False,True,True,True,True,True,False,False,False,"484,439","534,408","18,301.93","May 5, 2025",860.39,"Apr 4, 2025","18,529.86"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0663879688,P6A9A00EAD736,False,True,True,True,True,True,False,False,False,"484,448","534,418","6,766.14","Apr 14, 2025",525.14,"Nov 15, 2024","7,205.89"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0663945224,P825793016A1B,False,True,True,True,True,True,False,False,False,"484,449","534,419","18,148.96","Apr 20, 2025",671.63,"Dec 10, 2024","18,873.33"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0664272904,P61067B3A15E9,False,True,True,True,True,True,False,False,False,"484,455","534,424","25,426.28","Apr 27, 2025","1,080","Jan 28, 2025","26,420.45"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0664535048,P8CD7670DEAB6,False,True,True,True,True,True,False,False,False,"484,458","534,428",712.15,"Apr 16, 2025",50,"Mar 14, 2025",721.63
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0664600584,P70623C455702,False,True,True,True,True,True,False,False,False,"484,459","534,429","17,930.24","May 26, 2025",830.44,"Nov 26, 2024","19,264.22"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0665124872,PCA085E04ECAE,False,True,True,True,True,True,False,False,False,"484,467","534,437","10,486.08","Jun 15, 2025",315.08,"Feb 7, 2025","11,070.25"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0665387016,PEAECD206BFD2,False,True,True,True,True,True,False,False,False,"484,471","534,441","6,351.96","May 15, 2025",845,"Jul 15, 2025","5,739.85"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0665518088,PF29729B5B9E9,False,True,True,True,True,True,False,False,False,"484,473","534,443","3,826.3","May 15, 2025",943.69,"Dec 13, 2024","3,957.99"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0665780232,P8095DACB3692,False,True,True,True,True,True,False,False,False,"484,477","534,447","23,544.18","Jun 9, 2025","1,367.11","Jan 9, 2025","24,917.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0665845768,P0E970956A9A3,False,True,True,False,True,True,False,False,False,"484,478","534,448","1,663.47","Apr 25, 2025",174.11,"May 26, 2025","1,378.28"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0666828808,P8358DCB8E7B0,False,True,True,True,True,True,False,False,False,"484,493","534,463","12,623.16","May 28, 2025","1,491.86","Nov 6, 2024","13,276.38"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0667287560,P0487FC95C382,False,True,True,True,True,True,False,False,False,"484,500","534,470","5,308.2","Jun 9, 2025",228.66,"Jan 24, 2025","5,585.9"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0667484168,P5FEC9883EC15,False,True,True,True,True,True,False,False,False,"484,503","534,473","3,204.33","May 18, 2025",286.21,"Mar 18, 2025","3,278.19"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0667942920,P98C593B78C51,False,True,True,True,True,True,False,False,False,"484,511","534,480","12,122.57","Jun 8, 2025",735.19,"Apr 16, 2025","12,508.16"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0668139528,P322488DF7A26,False,True,True,True,True,True,False,False,False,"484,513","534,483","12,048.71","Apr 27, 2025",700,"Mar 11, 2025","12,251.91"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0668270600,PE0FC7C39C602,False,True,True,True,True,True,False,False,False,"484,515","534,485","33,259.21","Jun 5, 2025","1,130.75","Jan 5, 2025","35,457.1"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0668663816,P1222FBBCEC28,False,True,True,True,True,True,False,False,False,"484,521","534,491","8,493.57","Jun 20, 2025",457.74,"Jan 20, 2025","8,801.47"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0668729352,P03D4F33747F0,False,True,True,True,True,True,False,False,False,"484,522","534,492","7,331.33","May 15, 2025","1,160.16","Dec 26, 2024","7,667.91"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0669122568,P14AFC94B246B,False,True,True,True,True,True,False,False,False,"484,527","534,498","21,474.1","May 10, 2025",715.83,"Oct 10, 2024","23,540.18"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0669253640,PB3878426FEF1,False,True,True,True,True,True,False,False,False,"484,529","534,500","31,227.23","Apr 16, 2025",516.42,"Dec 6, 2024","32,357.84"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0669450248,PEA7D6CD28FAE,False,True,True,True,True,True,False,False,False,"484,532","534,503","5,488.19","Apr 18, 2025",264.78,"Jun 19, 2025","5,100.91"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0669712392,P1CFFDDD009CF,False,True,True,True,True,True,False,False,False,"484,536","534,507","15,436.06","Jun 8, 2025",969.42,"Jan 8, 2025","16,085.66"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0670040072,P61E3334B957F,False,True,True,True,True,True,False,False,False,"484,541","534,512","9,824.08","Apr 10, 2025",367.29,"Nov 12, 2024","10,467.9"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0670433288,PE025D2CAC4CE,False,True,True,True,True,True,False,False,False,"484,547","534,518","9,964.31","May 18, 2025",166,"Feb 14, 2025","10,805.64"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0670498824,P6C1EF2FCD198,False,True,True,True,True,True,False,False,False,"484,549","534,519","7,531.77","Apr 1, 2025",571.28,"Jul 28, 2025","5,954.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0670564360,P832B4EA7BE8C,False,True,True,True,True,True,False,False,False,"484,548","534,520","5,581.08","Jun 1, 2025",405.77,"Jan 1, 2025","5,889.18"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0670760968,P27F35EEB1E9E,False,True,True,True,True,True,False,False,False,"484,551","534,523","17,005.47","May 22, 2025",944.18,"Dec 22, 2024","18,112.22"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0671416328,P6D85E9752986,False,True,True,True,True,True,False,False,False,"484,562","534,533","13,551.39","Jun 19, 2025",957.72,"Feb 28, 2025","14,011.65"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0671612936,P52EB197C6FA1,False,True,True,True,True,True,False,False,False,"484,564","534,536","5,892.7","May 26, 2025",522.33,"Dec 26, 2024","6,268.85"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0671809544,PE57999E7ABCE,False,True,True,False,False,True,False,False,False,"484,568","534,539","3,716.54","Jun 16, 2025",183,"Nov 18, 2024","4,049.77"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0671875080,PCC82AE69BFC1,False,True,True,True,True,True,False,False,False,"484,570","534,540","26,617.36","Jun 17, 2025",665.08,"Feb 8, 2025","27,852.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0672464904,P66A3270A605E,False,True,True,True,True,True,False,False,False,"484,578","534,549","11,029.37","Jun 17, 2025",585,"Jan 20, 2025","11,585.94"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0672727048,P6618F573C6C8,False,True,True,True,True,True,False,False,False,"484,582","534,553","25,958.44","May 17, 2025","1,225.32","Dec 17, 2024","27,656.54"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0672989192,P79020CD7F61F,False,True,True,True,True,True,False,False,False,"484,586","534,557","18,362.59","May 10, 2025",969.29,"Dec 10, 2024","19,489.59"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0673054728,PA4D493052032,False,True,True,True,True,True,False,False,False,"484,587","534,558","15,083.87","May 22, 2025",579.51,"Dec 22, 2024","16,080.67"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0673120264,P9FCB325BE821,False,True,True,True,True,True,False,False,False,"484,588","534,559","8,365.88","Jun 17, 2025",341.29,"Jan 17, 2025","8,850.38"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0673775624,P7C5293BC3044,False,True,True,True,True,True,False,False,False,"484,598","534,569","1,447.29","Jun 29, 2025",236.19,"Jan 1, 2025","1,535.69"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0674627592,P5E1A0877D108,False,True,True,True,True,True,False,False,False,"484,612","534,582","13,836.65","May 15, 2025",701.27,"Dec 15, 2024","14,748.15"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0675151880,PAC2F3EA6C23B,False,True,True,True,False,True,False,False,False,"484,619","534,590","31,213.95","Apr 17, 2025","1,002.16","Nov 18, 2024","33,355.1"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0675741704,P6352A0AFAE3E,False,True,True,True,True,True,False,False,False,"484,628","534,599","19,723.41","May 28, 2025",715.83,"Dec 28, 2024","21,085.16"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0676331528,P95BB56C3671F,False,True,True,True,True,True,False,False,False,"484,637","534,608","2,648.44","Apr 25, 2025",876.58,"Dec 26, 2024","2,787.14"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0676790280,P478AE842AF51,False,True,True,True,True,True,False,False,False,"484,644","534,615","34,236.3","May 15, 2025",565.37,"Jan 14, 2025","36,060.86"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0677380104,PF4EB6EA6712F,False,True,True,True,True,True,False,False,False,"484,653","534,624","7,949.63","May 28, 2025","1,530.18","Dec 3, 2024","8,196.97"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0677707784,P841D649A3887,False,True,True,True,True,True,False,False,False,"484,658","534,629","8,116.55","Apr 5, 2025",792.8,"Nov 6, 2024","8,607.12"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0677838856,PFBBAE2B3826F,False,True,True,True,True,True,False,False,False,"484,660","534,631","25,689.39","May 30, 2025",847,"Mar 15, 2025","27,047.52"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0678035464,P834459024AFE,False,True,True,True,True,True,False,False,False,"484,663","534,634","15,476.75","May 21, 2025",252,"Jan 19, 2025","16,222"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0678428680,PEAF66BC0ED97,False,True,True,True,True,True,False,False,False,"484,669","534,640","7,229.08","Apr 15, 2025",350.09,"Oct 15, 2024","7,886.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0678494216,P01C3CE1FF059,False,True,True,True,True,True,False,False,False,"484,671","534,641","35,799.89","Apr 17, 2025",948.45,"Nov 18, 2024","38,000.7"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0678756360,PC42DF3132DEC,False,True,True,True,True,True,False,False,False,"484,674","534,645","12,204.62","Apr 25, 2025","1,384.7","Nov 20, 2024","12,948.84"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0679084040,P4B60B29707C5,False,True,True,True,True,True,False,False,False,"484,678","534,650","13,310.62","May 15, 2025",449,"Mar 14, 2025","13,497.13"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0679542792,PC94979C76131,False,True,True,True,True,True,False,False,False,"484,687","534,657","10,365.08","Jun 23, 2025",189,"Jul 23, 2025","10,335.33"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0679673864,P845D3D47E56D,False,True,True,True,True,True,False,False,False,"484,688","534,659","15,682.58","May 24, 2025",980.28,"Dec 24, 2024","16,218.38"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0680853512,PE1A1B6C79CB4,False,True,True,True,True,True,False,False,False,"484,706","534,677","22,368.52","Jun 26, 2025",368,"Jul 26, 2025","22,643.87"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0680919048,PE427C7420AC6,False,True,True,False,True,True,False,False,False,"484,707","534,678","12,165.28","Jun 20, 2025",178,"Mar 20, 2025","13,009.51"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0681181192,P1A6523010E53,False,True,True,True,True,True,False,False,False,"484,711","534,682","28,924.38","Jun 1, 2025",995.17,"Apr 30, 2025","29,582.22"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0681312264,PA148E29B8638,False,True,True,True,True,True,False,False,False,"484,713","534,684","17,553.55","Jun 1, 2025",200,"Jun 27, 2025","18,720.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0681574408,P5B26F189A14C,False,True,True,True,True,True,False,False,False,"484,717","534,688","6,915.22","Jun 12, 2025",387.91,"Dec 13, 2024","7,231.29"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0681967624,P2983179143DE,False,True,True,True,True,True,False,False,False,"484,723","534,694","13,868.86","Jun 3, 2025",523.74,"Jan 3, 2025","14,544.96"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0682754056,P2E4D1D98CB1D,False,True,True,True,True,True,False,False,False,"484,734","534,706","16,392.04","Jun 30, 2025",414.95,"Jan 20, 2025","17,458.21"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0683147272,P26D3F284DBE7,False,True,True,True,True,True,False,False,False,"484,740","534,712","7,160.3","Apr 13, 2025",524.13,"Sep 16, 2024","7,444.96"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0683278344,PD02700532A90,False,True,True,True,True,True,False,False,False,"484,742","534,714","5,714.4","Jun 23, 2025",631.44,"Jan 23, 2025","5,917"
