Assignment Date,Status,Batch,Product,Original Creditor,Account Public ID,External Account ID,Creditor Recalled?,Has Valid SSN?,Has User Name?,Has Email?,Has Phone?,Has Address?,No Origination Date,Is Deceased?,Is Bankruptcy?,User ID,Account ID,Charge Off Amount ($),Charge Off Date,Last payment Amount ($),Last Payment Date,Face Value ($)
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0683343880,P83EE8F2727B2,False,True,True,False,True,True,False,False,False,"484,743","534,715","11,157.62","May 28, 2025",516.42,"Dec 28, 2024","11,666.67"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0683474952,P109B9E5F96C4,False,True,True,True,True,True,False,False,False,"484,745","534,717","4,709.87","Apr 16, 2025",622.33,"Jun 17, 2025","4,354.66"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0684392456,P51467A13B501,False,True,True,True,True,True,False,False,False,"484,759","534,731","9,025.1","Jun 5, 2025",339.22,"Jan 5, 2025","9,621.5"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0684654600,PED0C9EBCDE06,False,True,True,True,True,True,False,False,False,"484,763","534,735","9,081.99","Jun 5, 2025",308.37,"Jan 3, 2025","9,408.19"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0684785672,P2FCCAFCC7060,False,True,True,True,True,True,False,False,False,"484,765","534,737","15,321.41","Apr 3, 2025",501.08,"May 4, 2025","15,871.31"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0684916744,PCFC1A6E2671A,False,True,True,False,True,True,False,False,False,"484,767","534,739","12,947.12","Jun 29, 2025",648.64,"Feb 1, 2025","13,498.02"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0685375496,PD6D7A5BF6EB4,False,True,True,True,True,True,False,False,False,"484,774","534,746","18,971.44","Jun 6, 2025",687.19,"Jan 5, 2025","20,289.97"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0685637640,P3D6E675AA48A,False,True,True,True,True,True,False,False,False,"484,778","534,750","24,340.06","Apr 9, 2025","1,227.22","Nov 12, 2024","25,933.12"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0685899784,PC9681AD4A04F,False,True,True,True,True,True,False,False,False,"484,782","534,754","20,101.45","Apr 4, 2025",769.92,"Sep 5, 2024","21,391.18"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0686358536,PACFC9B1C71E0,False,True,True,True,True,True,False,False,False,"484,789","534,761","12,725","Apr 12, 2025",302,"Nov 13, 2024","13,160.12"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0687276040,PFEDAB868F979,False,True,True,True,True,True,False,False,False,"484,803","534,775","24,294.7","Jun 26, 2025",349,"Apr 30, 2025","26,018.52"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0687603720,P9647A0EA0697,False,True,True,True,True,True,False,False,False,"484,808","534,780","4,880.62","Jun 12, 2025",629.13,"Nov 12, 2024","5,118"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0687931400,PAF549B37365A,False,True,True,False,True,True,False,False,False,"484,812","534,785","25,365.52","Jun 1, 2025",300,"Dec 24, 2024","26,593.64"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0688062472,PD6A9CF7CAA2D,False,True,True,True,True,True,False,False,False,"484,814","534,787","4,350.51","Jun 28, 2025",667.89,"Jan 28, 2025","4,513.86"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0688128008,PF92F26F138FC,False,True,True,True,True,True,False,False,False,"484,815","534,788",259.28,"May 13, 2025",200,"Apr 9, 2025",263.1
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0688586760,PB745D55F20F8,False,True,True,True,True,True,False,False,False,"484,822","534,795","20,219.91","May 25, 2025",296,"Feb 17, 2025","21,987.2"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0688652296,P5AB560C944C8,False,True,True,True,True,True,False,False,False,"484,823","534,796","10,547.65","Jun 20, 2025",986.9,"Jan 20, 2025","11,238.5"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0688914440,P212964FE3712,False,True,True,False,True,True,False,False,False,"484,827","534,800",922.64,"May 20, 2025",154.2,"Dec 20, 2024",949.24
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0689242120,P3F5551288986,False,True,True,True,True,True,False,False,False,"484,832","534,805","22,315.39","Jun 18, 2025","1,362.25","Feb 17, 2025","23,346.44"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0689831944,P628B001C2202,False,True,True,True,True,True,False,False,False,"484,841","534,814",484.36,"Jun 16, 2025",949.08,"Feb 7, 2025",505.25
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0689897480,P400F99F03371,False,True,True,True,True,True,False,False,False,"484,842","534,815","12,129.73","Apr 27, 2025",386.55,"Nov 29, 2024","12,957.56"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0690094088,P3A0CA543F4D6,False,True,True,True,True,True,False,False,False,"322,008","534,818","5,474.7","Jun 23, 2025",479.35,"Jan 23, 2025","5,833.3"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0690946056,P9063336B6300,False,True,True,True,True,True,False,False,False,"484,857","534,831",280.44,"May 15, 2025",280.55,"Dec 16, 2024",298.1
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0691470344,P6F5143DE8B4F,False,True,True,True,True,True,False,False,False,"484,865","534,839","5,342.61","Apr 23, 2025",783.52,"Nov 25, 2024","5,518.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0691798024,PA9C303BA5F72,False,True,True,True,True,True,False,False,False,"484,870","534,844","6,765.17","Jun 4, 2025","1,168.36","Jan 1, 2025","7,120.23"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0691863560,PA5662C806FDD,False,True,True,True,True,True,False,False,False,"484,871","534,845","19,789.08","Jun 17, 2025",981.77,"Jan 17, 2025","21,092.68"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0691994632,P81201E7A6739,False,True,True,False,True,True,False,False,False,"484,873","534,847","5,178.94","May 11, 2025",259.45,"Dec 11, 2024","5,402.29"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0692322312,P2CE453E02D07,False,True,True,True,True,True,False,False,False,"484,878","534,852","9,477.85","May 21, 2025",264,"Mar 14, 2025","9,706.2"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0692584456,P74F3FC7A357D,False,True,True,True,True,True,False,False,False,"484,882","534,856","9,647.89","Apr 19, 2025","1,017.74","Nov 20, 2024","10,007.75"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0692977672,PF696CB2F14AA,False,True,True,True,True,True,False,False,False,"484,888","534,862","10,465.12","May 19, 2025",891.48,"Aug 14, 2024","11,706.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0693043208,P7A554CD6747D,False,True,True,True,True,True,False,False,False,"484,889","534,863","19,167.95","Jun 1, 2025",526.68,"Jan 26, 2025","19,971.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0693305352,PC2B7130B4AB9,False,True,True,True,True,True,False,False,False,"484,893","534,867","27,374.8","Jun 17, 2025",728.19,"Jan 3, 2025","28,749.04"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0693764104,P5E8E76104162,False,True,True,True,True,True,False,False,False,"484,900","534,874","6,519.9","Jun 1, 2025",131.93,"Feb 27, 2025","6,847.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0693895176,P9C048D6D1863,False,True,True,True,True,True,False,False,False,"484,902","534,876","4,488.82","May 27, 2025",285.38,"Jan 24, 2025","4,684.2"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0693960712,P52D9420A64A2,False,True,True,True,True,True,False,False,False,"484,903","534,877","7,524.39","May 10, 2025",490.14,"Jan 4, 2025","7,740.02"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0694288392,P7F38C25CA718,False,True,True,True,True,True,False,False,False,"484,908","534,882","4,866.59","Apr 12, 2025",143.17,"Nov 13, 2024","5,200.42"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0694550536,P544B5D186919,False,True,True,True,True,True,False,False,False,"484,912","534,886","16,268.73","Jun 17, 2025",957.72,"Jan 17, 2025","17,019.78"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0694681608,P54396666379D,False,True,True,True,True,True,False,False,False,"484,914","534,888","13,414.73","Apr 6, 2025",922.33,"Oct 7, 2024","14,116.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0695271432,PAF5C34C4495B,False,True,True,True,True,True,False,False,False,"484,923","534,897","6,658.91","Jun 16, 2025",350.63,"Jan 16, 2025","7,097.56"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0695402504,P1385F9981D65,False,True,True,True,True,True,False,False,False,"484,925","534,899","19,941","Apr 27, 2025",620.59,"Dec 28, 2024","20,671.54"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0695664648,P2FE0E746A465,False,True,True,True,True,True,False,False,False,"484,929","534,903","17,823.29","Jun 27, 2025",100,"Jun 13, 2025","18,125.39"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0696057864,P3D3A55DE6CE8,False,True,True,True,True,True,False,False,False,"484,935","534,909","18,440.18","May 5, 2025",650.13,"Dec 6, 2024","19,655.45"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0696320008,P6B8CAEE237C3,False,True,True,True,True,True,False,False,False,"484,939","534,913","18,352.87","Jun 1, 2025",474.6,"Jan 1, 2025","19,324.02"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0696516616,P8F41ED83B194,False,True,True,True,True,True,False,False,False,"484,942","534,916","10,366.61","May 3, 2025",125,"Dec 3, 2024","10,919.77"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0697892872,P1F4FC5D815C9,False,True,True,True,True,True,False,False,False,"484,963","534,937","5,218.6","May 28, 2025",241,"Apr 23, 2025","5,270.31"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0697958408,PEAD75C4B926E,False,True,True,True,True,True,False,False,False,"484,964","534,938","8,512.31","May 24, 2025",875.23,"Aug 14, 2024","9,618.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0698220552,P397AEB9E40BD,False,True,True,True,True,True,False,False,False,"484,968","534,942","13,629.97","Jun 1, 2025",949.08,"Jan 1, 2025","14,475.02"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0699334664,PE72C733E174B,False,True,True,True,True,True,False,False,False,"484,985","534,959","13,363.88","Apr 2, 2025",676.73,"Nov 4, 2024","14,233.58"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0699400200,PCEBCECED28BD,False,True,True,True,True,True,False,False,False,"484,986","534,960","10,524.6","Apr 4, 2025",492.49,"Nov 5, 2024","10,892.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0699465736,P9C75CD829324,False,True,True,True,True,True,False,False,False,"484,987","534,961","2,658.85","May 30, 2025",497.21,"Jun 28, 2025","2,242.18"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0699662344,PFFED681B8DCF,False,True,True,True,True,True,False,False,False,"484,990","534,964","25,251.75","Apr 23, 2025",368,"Oct 21, 2024","28,889.97"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0699727880,PD80339C33200,False,True,True,True,True,True,False,False,False,"484,991","534,965","6,877.58","Apr 26, 2025",250,"Apr 1, 2025","7,058.09"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0699990024,P13CE168944DA,False,True,True,True,True,True,False,False,False,"484,995","534,969","8,743.72","May 28, 2025",544.9,"Dec 28, 2024","9,244.67"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0700252168,P8AC659E4E50B,False,True,True,True,True,True,False,False,False,"484,999","534,973","15,071.66","Jun 10, 2025",600,"Jan 26, 2025","15,744.06"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0700514312,PC32B07CFD93D,False,True,True,True,True,True,False,False,False,"485,003","534,977","17,303.79","Jun 22, 2025","1,223.94","Jan 22, 2025","18,429.99"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0700645384,PD79A03ED97F5,False,True,True,True,True,True,False,False,False,"485,005","534,979","24,643.08","May 13, 2025",663.92,"Dec 13, 2024","26,167.88"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0701693960,PB547AAAA0C42,False,True,True,True,True,True,False,False,False,"485,021","534,995","28,056.89","Jun 22, 2025",300,"May 3, 2025","29,759.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0702021640,P25B20B665BDE,False,True,True,True,True,True,False,False,False,"485,026","535,000","13,269.3","Jun 25, 2025",328.48,"Mar 7, 2025","13,705.56"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0702087176,PF555AD1678D5,False,True,True,True,True,True,False,False,False,"485,027","535,001","5,973.04","Jun 28, 2025",600,"Feb 3, 2025","6,256.76"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0702218248,P54D1955C7E6B,False,True,True,True,True,True,False,False,False,"485,029","535,003","1,384.05","May 27, 2025",242.57,"Feb 28, 2025","1,415.68"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0702939144,P8498E4F1B806,False,True,True,True,True,True,False,False,False,"485,040","535,014","12,487.63","Apr 9, 2025",438.16,"Jan 10, 2025","13,030.79"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0703070216,PF00FD03E0C4F,False,True,True,True,True,True,False,False,False,"485,042","535,016","31,508.11","Jun 22, 2025",790.99,"Jan 22, 2025","33,175.41"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0703201288,P2F2D235E0CFE,False,True,True,True,True,True,False,False,False,"485,044","535,018","14,453.3","Jun 6, 2025",443.81,"Jan 5, 2025","15,457.85"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0703332360,P74456BEF5A99,False,True,True,True,True,True,False,False,False,"485,046","535,020","4,602.7","May 4, 2025",336.59,"Sep 27, 2024","4,980.85"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0703463432,P1CAC397F2692,False,True,True,True,True,True,False,False,False,"485,048","535,022","10,416.66","Jun 18, 2025","1,040.23","May 15, 2025","10,517.01"
"Aug 5, 2025",Included,HM_AUG_25_FTFCU_25Q2,Personal Loan,"Happy Money, Originated by First Technology Federal Credit Union",BA-0703594504,P788EA24D146E,False,True,True,True,True,True,False,False,False,"485,050","535,024","5,551.25","Jun 12, 2025",76,"Mar 12, 2025","6,034.96"
