CHANNEL,APP_ID,GUID,APP_DT,APP_TS,AFFILIATE_NAME,APP_STATUS,AUTOMATED_FRAUD_DECLINE_YN,MANUAL_FRAUD_DECLINE_YN
Non-API,2914248,4621c82a-9c7d-4864-9171-42015bdb16b5,2025-07-22,2025-07-22T17:12:07,GOOGLE,Started,N,N
Non-API,2904859,0ac4e110-00cf-4994-b53f-9f855876e07a,2025-07-21,2025-07-21T12:14:19,,Fraud Rejected,Y,N
Non-API,2898025,f2c3e439-b514-416e-9cb4-756dfd9081e8,2025-07-20,2025-07-20T08:12:35,BING,Started,N,N
Non-API,2890153,702f39c5-eb6a-47a2-9a14-573946b6807f,2025-07-18,2025-07-18T13:03:29,GOOGLE,Started,N,N
Non-API,2900419,a76d0bdf-842f-4b2b-beb6-2f0b8dca08e7,2025-07-20,2025-07-20T17:27:04,,Started,N,N
Non-API,2895244,88f16402-f655-414a-bad2-2793d2e81d5e,2025-07-19,2025-07-19T13:23:55,GOOGLE,Started,N,N
Non-API,2918695,1668f82d-a7c9-46d9-8815-33a4626cdcff,2025-07-23,2025-07-23T12:19:16,,Started,N,N
Non-API,2886855,c9cf7139-b77f-48cd-8cf5-e3e1f2099e07,2025-07-18,2025-07-18T00:11:24,,Fraud Rejected,Y,N
Non-API,2891321,09d9ab0f-a6d0-49ca-ac97-94d7c8b72abe,2025-07-18,2025-07-18T16:01:41,,Fraud Rejected,Y,N
Non-API,2904196,61d86e3f-8c59-4c0a-b715-913f474a0425,2025-07-21,2025-07-21T11:00:53,GOOGLE,Started,N,N
Non-API,2899465,26ea121e-144e-4c5e-8736-e19ca947ca8c,2025-07-20,2025-07-20T13:42:32,,Started,N,N
Non-API,2921140,1137ba30-97bc-4d3a-b1a6-a0069c1588ae,2025-07-23,2025-07-23T18:30:06,,Fraud Rejected,Y,N
Non-API,2889408,77d99616-17ee-4ed4-a0ad-6f99085278c5,2025-07-18,2025-07-18T11:12:16,TU,Started,N,N
Non-API,2897823,5db76d3f-7d9b-49d9-b491-75663b96ee86,2025-07-20,2025-07-20T07:21:35,,Started,N,N
Non-API,2888370,ce0fce07-82b8-4794-a46a-ca51a4db5173,2025-07-18,2025-07-18T08:48:42,,Started,N,N
Non-API,2900283,ec3a957f-42e4-4713-bb20-ddcef1e66db9,2025-07-20,2025-07-20T16:51:36,,Started,N,N
Non-API,2907514,7bcca44c-660e-4aae-8836-9107105af4ec,2025-07-21,2025-07-21T18:57:52,,Fraud Rejected,Y,N
Non-API,2897745,74ed74f9-9dd1-4803-b33b-84c899774983,2025-07-20,2025-07-20T07:03:32,IG,Fraud Rejected,Y,N
Non-API,2890770,dae2402c-e431-4a5e-9e49-0e3926f1f23d,2025-07-18,2025-07-18T14:28:08,CREDITKARMA_LIGHTBOX,Started,N,N
Non-API,2891874,8c45095d-49dc-46ef-bb28-a9fb4298e711,2025-07-18,2025-07-18T18:11:37,,Fraud Rejected,Y,N
Non-API,2872714,b8a0aaec-bff3-4489-819f-ba471f358cb5,2025-07-15,2025-07-15T19:27:05,,Started,N,N
Non-API,2899910,ef48d141-e23a-4351-9041-afb8b477f8b3,2025-07-20,2025-07-20T15:23:07,TU,Started,N,N
Non-API,2896074,c956fc5e-94dc-4bd4-be82-6238fa239bd2,2025-07-19,2025-07-19T16:35:42,,Started,N,N
Non-API,2891146,72edd617-45b2-4dad-81ca-dd441916a45d,2025-07-18,2025-07-18T15:30:48,GOOGLE,Started,N,N
Non-API,2891630,abdb2a6e-a374-4a1d-b5d1-2198d8609691,2025-07-18,2025-07-18T17:07:00,,Started,N,N
Non-API,2899391,a1d91cfb-7a77-441b-af63-19e918ed8642,2025-07-20,2025-07-20T13:26:01,TU,Started,N,N
Non-API,2908809,6c46b401-1d9c-45d2-bd19-3f5bc8a9b9f3,2025-07-22,2025-07-22T05:34:40,,Started,N,N
Non-API,2921515,195dfee8-d68c-4c58-aa39-143a27a4fd63,2025-07-23,2025-07-23T19:47:00,TU,Started,N,N
Non-API,2895512,91cfe5fb-f609-4a3d-b371-1ce73d035a49,2025-07-19,2025-07-19T14:24:14,GOOGLE,Started,N,N
Non-API,2892748,4d73f43f-527a-4b25-9804-0c91036f01b1,2025-07-19,2025-07-19T01:35:17,,Fraud Rejected,Y,N
Non-API,2899686,00d93aec-1491-4487-b0ae-0396b159e9ea,2025-07-20,2025-07-20T14:29:06,GOOGLE,Started,N,N
Non-API,2896310,eed7d45e-ef37-4020-bd45-6f10fa86620a,2025-07-19,2025-07-19T17:45:15,GOOGLE,Fraud Rejected,Y,N
Non-API,2910981,530f929b-f7d4-4145-87a3-070b261ec8f7,2025-07-22,2025-07-22T10:34:25,,Fraud Rejected,Y,N
Non-API,2889142,952c0714-63a2-419c-95a9-637e2a146c0b,2025-07-18,2025-07-18T10:35:02,GOOGLE,Started,N,N
Non-API,2900153,dec62d5e-b7f8-4d59-aef8-c71305154f8d,2025-07-20,2025-07-20T16:22:35,,Started,N,N
Non-API,2905602,e256ca18-1337-4e17-a63f-3da4627b95b3,2025-07-21,2025-07-21T13:49:26,,Fraud Rejected,Y,N
Non-API,2907427,724575f7-8f52-4a1a-9d24-774e24cc2389,2025-07-21,2025-07-21T18:40:26,,Fraud Rejected,Y,N
Non-API,2899960,448723e8-bdfa-4b68-bd71-e4d027a4d06c,2025-07-20,2025-07-20T15:35:51,PENNYHOARDER2,Started,N,N
Non-API,2899100,c90e5190-2057-497f-92d5-eca6ab8f9f69,2025-07-20,2025-07-20T12:16:11,,Fraud Rejected,Y,N
Non-API,2902783,16365f89-42b7-4fcd-8ead-84c92c0f53db,2025-07-21,2025-07-21T08:14:38,GOOGLE,Fraud Rejected,Y,N
Non-API,2898602,a3292518-be5b-4414-bd9e-f7dfccadff0c,2025-07-20,2025-07-20T10:21:38,GOOGLE,Fraud Rejected,Y,N
Non-API,2891923,6b3a6f5a-b267-4ccf-b10f-0c82aee7d421,2025-07-18,2025-07-18T18:24:10,TU,Started,N,N
Non-API,2913736,fca24e92-4b5b-47a9-9432-73e65d1a6a65,2025-07-22,2025-07-22T15:52:28,,Fraud Rejected,Y,N
Non-API,2893955,7df0f91c-99e1-497f-a789-1984a4d2129e,2025-07-19,2025-07-19T09:11:58,,Started,N,N
Non-API,2891636,7e94aadd-bf94-4471-a311-9871a71ef431,2025-07-18,2025-07-18T17:07:40,,Started,N,N
Non-API,2893655,94082949-bddf-4fab-9dc1-e806ca46291f,2025-07-19,2025-07-19T08:13:52,,Fraud Rejected,Y,N
Non-API,2920648,7ac15555-8d63-406d-9727-c35f7171472f,2025-07-23,2025-07-23T17:01:35,TU,Started,N,N
Non-API,2901931,26a0569f-c86a-4719-a4ae-196a47489ee6,2025-07-21,2025-07-21T05:29:25,,Started,N,N
Non-API,2894976,dffe0e55-4a53-4197-9b53-de4baf114e6c,2025-07-19,2025-07-19T12:21:56,TU,ICS,N,N
Non-API,2908231,d4ad6041-f0b1-4d05-be20-91ddd832d711,2025-07-21,2025-07-21T22:44:20,GOOGLE,Started,N,N
Non-API,2916914,ee8d30cc-6f82-4915-b429-d88371410123,2025-07-23,2025-07-23T08:15:05,,Fraud Rejected,Y,N
Non-API,2895290,04e51dba-4d58-4cee-ab81-97ef05fcfe1e,2025-07-19,2025-07-19T13:33:22,CREDITKARMA_LIGHTBOX,Started,N,N
Non-API,2893505,d2f4c205-0dca-4693-9129-a858141ec801,2025-07-19,2025-07-19T07:41:52,GOOGLE,Fraud Rejected,Y,N
Non-API,2897327,ca89387a-091f-4606-9de0-10c276e8b96b,2025-07-20,2025-07-20T03:20:27,,Fraud Rejected,Y,N
Non-API,2895381,81c2ba57-710c-44ea-afda-4024228db1ea,2025-07-19,2025-07-19T13:56:13,GOOGLE,Fraud Rejected,Y,N
Non-API,2907461,5dd023bb-1f62-4559-86e1-4de2c2b530b8,2025-07-21,2025-07-21T18:46:57,GOOGLE,Fraud Rejected,Y,N
Non-API,2901409,4cdcad67-b13a-4e7f-9fd7-371013d70bf3,2025-07-20,2025-07-20T22:35:40,,Fraud Rejected,Y,N
Non-API,2914678,37929e18-6280-4ef9-8836-84b60f3bb947,2025-07-22,2025-07-22T18:29:25,,Started,N,N
Non-API,2887350,6934dd5b-92c9-41b5-b2a5-445f669ef171,2025-07-18,2025-07-18T05:35:06,,Fraud Rejected,Y,N
Non-API,2783880,a7d1be5c-3bdb-4f16-9f34-ecf30077c475,2025-07-01,2025-07-01T11:02:37,,Started,N,N
Non-API,2818752,5fd05f05-0662-4823-81b9-3f53e3101dee,2025-07-07,2025-07-07T18:56:32,,Started,N,N
Non-API,2788529,1b09b4ab-b449-49c9-abb1-e25c8f3ab8d3,2025-07-02,2025-07-02T06:20:40,KOVO,Fraud Rejected,Y,N
Non-API,2797892,01fe833d-aaec-4d19-b8f5-feeeea32eac2,2025-07-03,2025-07-03T13:28:45,,Fraud Rejected,Y,N
Non-API,2830979,c36f9b40-5a7a-4c83-b87e-b7d751a9a20b,2025-07-09,2025-07-09T12:03:01,,Started,N,N
Non-API,2824232,0a8afdd5-c214-4e76-81f3-87dec8ced70f,2025-07-08,2025-07-08T13:51:29,,Fraud Rejected,Y,N
Non-API,2793058,58fb47bc-a99d-4c56-8dfb-b1c1b2f87f08,2025-07-02,2025-07-02T16:55:50,,Started,N,N
Non-API,2876021,06e51e12-69f3-4af8-839e-22c21797854f,2025-07-16,2025-07-16T10:50:12,GOOGLE,Started,N,N
Non-API,2872730,aef93405-6c7b-477b-836a-445f23e60c47,2025-07-15,2025-07-15T19:29:50,TU,Started,N,N
Non-API,2817476,2e0d610b-20bb-42c5-ba2c-ea1b074f9d76,2025-07-07,2025-07-07T15:42:28,,Started,N,N
Non-API,2848104,d0272c90-2cf4-4122-b63d-361e5bd1b90b,2025-07-11,2025-07-11T20:44:50,,Started,N,N
Non-API,2802774,fe82ca7e-b252-449c-bd51-8796721dce27,2025-07-04,2025-07-04T15:58:57,,Started,N,N
Non-API,2800727,603f53e6-eaa2-4890-b6f9-ac29d16e3528,2025-07-04,2025-07-04T06:52:35,,Fraud Rejected,Y,N
Non-API,2878767,c0a7d446-1cd4-455a-ba15-45969ec1e6da,2025-07-16,2025-07-16T16:25:35,TU,Started,N,N
Non-API,2823959,b1ad3865-2c88-4caf-9952-69a9f3a606d5,2025-07-08,2025-07-08T13:19:46,,Fraud Rejected,Y,N
Non-API,2792113,2ffa63fc-33a2-4b0d-9699-f0d999e8a673,2025-07-02,2025-07-02T14:20:04,GOOGLE,Fraud Rejected,Y,N
Non-API,2795995,9c569716-e9cf-4bf2-aadc-e43fff6a40f9,2025-07-03,2025-07-03T08:54:16,,Started,N,N
Non-API,2828245,8ed2b882-f8f6-48cd-9f3b-4382f5b80071,2025-07-09,2025-07-09T07:18:13,,Started,N,N
Non-API,2840039,5443ac88-b625-4125-ac40-9ed25842333c,2025-07-10,2025-07-10T15:25:33,CREDITKARMA_LIGHTBOX,Fraud Rejected,Y,N
Non-API,2876126,22171f4b-b774-4a6b-a08e-5866cae0ffd0,2025-07-16,2025-07-16T11:03:04,GOOGLE,Started,N,N
Non-API,2874585,a7c90dea-5eb7-4776-9741-4403043208bc,2025-07-16,2025-07-16T07:46:29,BING,Started,N,N
Non-API,2855251,b3dd25df-7fe4-4e18-85fa-099c80649e36,2025-07-13,2025-07-13T09:06:28,KOVO,Started,N,N
Non-API,2859928,821b2bb2-08b5-4403-b3e7-e08871a984b5,2025-07-14,2025-07-14T06:17:35,,Started,N,N
Non-API,2838012,a1645d18-05e4-4a28-812b-c09be9354abd,2025-07-10,2025-07-10T11:09:16,,Fraud Rejected,Y,N
Non-API,2792769,284ece8d-68b5-4d11-9433-a41bcb21ea5a,2025-07-02,2025-07-02T16:02:06,,Started,N,N
Non-API,2786331,e0560da3-7273-439b-9341-414172a01fab,2025-07-01,2025-07-01T16:37:36,,Started,N,N
Non-API,2846385,815be01f-be96-4955-b6bb-377bd96ef90a,2025-07-11,2025-07-11T14:04:47,,Started,N,N
Non-API,2858393,5cad62d3-9c42-4fd6-ab70-5053135d7930,2025-07-13,2025-07-13T18:52:05,TU,Started,N,N
Non-API,2957915,dcb42040-afad-4a5d-ae5e-3ac22ecac554,2025-07-29,2025-07-29T19:00:14,GOOGLE,Started,N,N
Non-API,2957257,fe8d5b69-c4f0-41f8-b183-a0f34e2e3277,2025-07-29,2025-07-29T17:09:48,,Fraud Rejected,Y,N
Non-API,2957364,91f84bd3-bf8a-4a86-a929-ff7da48cd9c5,2025-07-29,2025-07-29T17:24:43,,Started,N,N
Non-API,2951551,974081a6-d281-4dd0-8430-500737896316,2025-07-29,2025-07-29T00:06:33,,Started,N,N
Non-API,2952054,7c5da4a6-2e5f-4413-bf07-773f84f536be,2025-07-29,2025-07-29T05:28:48,TU,Started,N,N
Non-API,2953553,5fa4ac06-7b10-4b28-a77f-0813bac96878,2025-07-29,2025-07-29T09:37:26,,Fraud Rejected,Y,N
Non-API,2953262,abf5d1c0-85b6-48a1-9ef3-762848f9d75c,2025-07-29,2025-07-29T09:02:32,,Started,N,N
Non-API,2951659,b57d6a00-e276-412e-a06c-88e207d2e3c6,2025-07-29,2025-07-29T01:49:52,,Started,N,N
Non-API,2953649,17b773a9-4e3b-45f3-a0af-254988537000,2025-07-29,2025-07-29T09:51:19,GOOGLE,Started,N,N
